Vibration_X_wavelet_std,Force_X_freq_mean,Vibration_Z_abs_mean,Vibration_Y_wavelet_scale_8_ratio,Force_Y_wp_aaa_entropy,Vibration_Z_freq_mean,Force_Z_peak2peak,Force_Y_freq_kurtosis,cut_num,wear_VB_avg
1457.6054754235097,0.0069618431616895,0.8564871695994374,0.0005631570041552,-6566.154754114569,0.0036675686053176,15.96426467617144,48.6656853939552,1,39.643518803333336
2047.2939079168568,0.0034986997836769,0.8655230756113972,0.0006942148105495,-9920.20700772802,0.003559779920996,5.381572491537657,201.2357682115691,2,41.73550650666667
1895.3040368948105,0.0031758205353909,0.834641060477898,0.0002307382387946,-9849.25633098422,0.0026090082873175,5.116128979218721,270.7467772707503,3,43.70386748666667
2054.653925697372,0.0026251665135969,0.844964990595121,0.0002490644217606,-9970.31053305331,0.00214077988701,5.085843275158002,222.12165541620564,4,45.59752512
2975.8315815417604,0.0028536269937559,0.8499319667998263,0.0001350898202676,-9987.793125529102,0.0021056906134224,4.983793817125193,419.7912655802272,5,47.443760569999995
4222.134744015603,0.002639161807716,0.8216609931201503,0.0002518841408231,-9827.749046803803,0.0029446067338257,5.0244145858530445,288.64492909693524,6,49.22414953333333
3460.3785882497177,0.0030237084299828,0.8493682434816214,0.0003349474923005,-9794.010684698676,0.0025042893431808,5.004908121818648,282.711011739459,7,50.94063898
3235.186117601628,0.0029077871224084,0.8515295662489096,0.0001459930643087,-9952.673686661736,0.0022192485308179,4.944242658985431,150.05834743745388,8,52.59512744333333
4213.295041580918,0.0032894906665002,0.8318104690318834,0.0002797468416335,-9989.659527216403,0.0026790143590208,4.957237623305325,205.24970057288925,9,54.18946617666666
4324.536063464852,0.0027386067654866,0.8488853819894252,0.0003637332460549,-10102.21280699766,0.0025743495249076,5.133170214689238,368.2076233925008,10,55.72546025
5566.13498973488,0.00285070423625,0.812261299171795,0.0007277956668248,-9919.11795353554,0.0040151128587395,5.10076309183588,252.4775395256457,11,57.20486968
4405.45733511183,0.0029623757762703,0.8348484682425432,0.0001367030589448,-9933.14349871678,0.0023972304054134,6.2740512201120175,190.0350643990505,12,58.62941046999999
4367.780464400702,0.0029376047359514,0.8529912113742508,0.0002518575440546,-10221.251389682362,0.0021658694488291,4.739646563063257,360.7472488103583,13,60.00075567666667
4210.8665821922705,0.0029677135043409,0.8563934423528942,0.0001710372574542,-10244.64613930428,0.0024767045509017,4.877946835181335,257.1988723627607,14,61.32053642666667
6207.173421126658,0.0028468597557168,0.8409508163061212,0.0001627058160809,-9985.172044303948,0.0023915452925223,4.942946113783487,213.25912376522376,15,62.59034291999999
