PC1,PC2,PC3,PC4,PC5,wear_VB_avg,cut_num
6.850411141451692,-1.5659638801059186,1.6695995129774261,3.1015475766155136,3.540434080965979,39.643518803333336,1
11.038759566865568,-5.210263874827404,6.633767127370221,-4.447055524456677,1.1819836325084767,41.73550650666667,2
9.696687464805438,-3.6377644901954262,5.727174592671891,-3.096379975622592,0.8452938057433095,43.70386748666667,3
7.948329483215223,-2.8907458943648017,4.002936561671933,-0.4051532111640918,0.3527140069276922,45.59752512,4
7.9048736703511375,-3.0390104091608996,4.615325636376495,-1.297546786508041,-0.2994527752280675,47.443760569999995,5
7.842213341255729,-2.7802591220575197,4.030332212586908,-0.9687510655717928,0.0469070171250146,49.22414953333333,6
7.061506341142646,-2.337881002729716,2.8284321408469206,0.8605906710864027,-0.24987232139416296,50.94063898,7
6.127701759993633,-1.9816858338052303,1.8090548182367572,2.2797406494206753,-0.6190917628211593,52.59512744333333,8
7.246229928350531,-1.8177250541886114,1.8566992000516322,-1.1133745977300216,-0.15855951804118637,54.18946617666666,9
7.696758220542504,-1.9590799227077254,2.2950542313487845,-1.233158669637144,0.22149519602948534,55.72546025,10
6.4265784152718215,-1.6596058652194652,0.8155883813023431,0.979040022512287,-0.2514974122780704,57.20486968,11
6.1555355976489805,-1.551859554874066,0.6130339604016258,1.337200468100507,-0.47524576953196784,58.62941046999999,12
7.014623825895747,-2.435894659949029,2.200418727827775,1.5479437217767242,-0.7317374468748555,60.00075567666667,13
5.3890340523558455,-1.977157573272221,0.8836339938448442,2.985708609052298,-1.1647217745628757,61.32053642666667,14
5.5094927400855385,-1.977850580903292,0.8405211562335034,3.1504593593006867,-0.8315698703541534,62.59034291999999,15
5.270342951324269,-1.9076541823229827,0.7309459691751893,3.1941300859765405,-1.047814685073753,63.81172538666666,16
5.301075566122219,-1.917282568838633,0.6399551781627447,3.3079282149923066,-0.7611853179593896,64.98619508,17
5.6058006127033035,-1.968701598942348,0.6519398354851748,3.2859624169459036,-0.7803991108885068,66.11522516333333,18
5.431564441381279,-1.9699004758324674,0.6155749469025359,3.2623946568397106,-0.562820185499666,67.20025165333334,19
5.615084129711048,-1.8863448149642115,0.4616868800013881,3.200175699775446,-0.365820142533846,68.24267429000001,20
7.155677505031732,-1.6526259496426148,0.47792129215767964,-0.9120710251181311,-0.6983903035773396,69.24385740999999,21
5.89820307875147,-1.3958825627540163,-0.38916334440689865,0.8699767027516936,-0.7251595730592538,70.2051308,22
5.665370319675209,-1.2309982979709613,-0.597233192498698,0.9324016992644548,-0.827728316794067,71.12779050666667,23
6.395372212231675,-1.4624000865961633,-0.5475645549766087,1.1898878872420589,0.02480424646340943,72.01309966999999,24
5.752632066755353,-1.2953696081353598,-0.6593809361499456,0.9593471441450557,-0.5655324529569608,72.86228928333333,25
6.37739456107447,-1.3708632603356967,-0.44755813231966757,0.38533772000031724,-0.17329034550646677,73.67655898333332,26
5.840993777411277,-1.3154226931000004,-0.5546322283185716,0.5009455745542325,-0.6117643547426042,74.45707780333333,27
5.853944648435901,-1.2825308343297745,-0.595601358302312,0.5863989290758216,-0.7050247808845764,75.20507849333333,28
5.936746177225178,-1.2926306606497608,-0.46106742738207707,-0.05479509391310377,-0.5305272097793967,75.94243447333334,29
6.597308499452179,-1.355635041192843,-0.36974092498449646,-0.10958916579975876,-0.011116555282963356,76.66800439333332,30
6.333128391261892,-1.368686916510266,-0.28282168484048487,-0.52090538563562,-0.31360963278322346,77.38074463333334,31
6.155562282213298,-1.2426878702233897,-0.6422246178736568,-0.17978154680219127,-0.34100857457891914,78.07970525333333,32
6.400349891819172,-1.8881509633745484,0.10657382612420593,0.524672176542858,-0.29825524487332156,78.76402602,33
6.088132581950001,-1.6386700634842155,-0.6123926166067067,1.5229427721792825,-0.5674915457381603,79.43293254333332,34
5.942695071176948,-1.4977143034457185,-0.8688603007860988,1.059429429663806,-0.5727626282087731,80.08573257,35
5.685455942591535,-1.4757404840021993,-0.9309851553857891,0.6852626853248095,-0.6782187461944252,80.72181228000001,36
6.009158198424259,-1.557966331990307,-0.8001044461672083,0.4849624380278917,-0.2670582440600256,81.34063279666667,37
5.894405488248574,-1.4126224547454322,-0.8341019059218095,0.019064707253220462,-0.6558462657036919,81.94172670333334,38
5.770202926523247,-1.3196783476248615,-1.065848904171925,0.2404784611006192,-0.3759193677729864,82.52469473999999,39
5.909511453293522,-1.3453723635017472,-1.076971737120038,0.310511941220112,-0.21762469979722995,83.08920252,40
5.8613338271683855,-1.310343622183043,-1.0879974784090949,0.09920784266284288,-0.18868499633027266,83.63497739333333,41
5.646861512100527,-1.265564739655748,-1.0456108060940443,-0.06263998991046354,-0.5360218336983833,84.16180538,42
5.5731705426296845,-1.1345812070421035,-1.0769350913586198,0.030288746453324585,-0.45095315069082564,84.66952820666667,43
6.203496872415682,-1.1606166592053513,-1.0049187881586394,-0.7942126245327003,0.002051886705997633,85.15804041333332,44
5.380195338963115,-1.0300942272547784,-1.1971027625272572,-0.38262529796345524,-0.5612657493461226,85.62728657333334,45
5.51328123679475,-0.8975645852234687,-1.3077110294419745,-0.5910682162186311,-0.4063207430009441,86.07725856999998,46
5.673879916654743,-0.9308830496816166,-1.2168348903574397,-0.5358075486816432,-0.44516920254972486,86.50799298666668,47
5.4806446650510345,-0.8992575261448219,-1.1447472026274754,-0.2281919377519366,-0.34949935919629516,86.91956854333334,48
5.792267332102402,-0.9187296929126744,-1.1454672793184308,-0.6135987206773514,-0.06791912488728535,87.31210365333334,49
5.352260749525246,-0.7509781348938811,-1.23925674924286,-1.0851337519643474,-0.5183841268770005,87.68575403333334,50
5.340235446887604,-0.6960559456378063,-1.3650698544142739,-0.6913730851798068,-0.31447586345950407,88.04071039,51
5.562499773847396,-0.7052909467122122,-1.3247527190899817,-0.9886296514166539,-0.17697065946853052,88.37719619333332,52
5.279169571398068,-0.6312435971189923,-1.3302745738064996,-0.7094993416092457,-0.3821664399006351,88.69546552333333,53
5.342829392627215,-0.6044072995853367,-1.2285741977957751,-0.9393346774351925,-0.26113557065665405,88.99580098,54
5.392164426095456,-0.49852794107417386,-1.3507099879561233,-0.9713328299956678,-0.2144210972451466,89.27851165999999,55
5.251932550426443,-0.5640598733723684,-1.3618628340908405,-0.7751832135031042,-0.1232535584009224,89.54393123666667,56
5.276809731819092,-0.4036517196154708,-1.3686512550421472,-1.181765213253835,-0.2735026709447191,89.79241606,57
5.26474775746423,-0.38038863949495705,-1.2991194527472856,-1.039655334799604,-0.17607072986234445,90.02434335999999,58
4.872412698466999,-0.267640883455889,-1.4157978085631728,-1.0563084931297266,-0.23547895956876905,90.24010948333334,59
4.759795601878488,-0.26263042133311154,-1.4547554934873517,-0.9917082230928905,-0.4212801378523342,90.44012823666668,60
4.537626866468913,-0.12988282168128476,-1.514563672237649,-1.0985234303628784,-0.39778447688925894,90.62482924666666,61
4.85232168781673,-0.1568624679587912,-1.331145575556659,-1.165558806873344,-0.2572405072067473,90.79465640666668,62
4.6322655528342125,-0.09815158466686195,-1.397542978897619,-1.3880018565331427,-0.3648557435163908,90.95006638,63
5.019346024371491,-0.09777828539140655,-1.4865638654089472,-1.0303798854867396,0.0021891345337274456,91.09152714333334,64
4.903053231928741,-0.2960078639704513,-1.8539023718984196,-0.9628041713495793,-0.49010393807267316,91.21951663333331,65
5.074179997539155,-0.21716655863649498,-1.946387262966363,-1.009558606310795,-0.23982161191367263,91.33452138,66
4.9397570887001585,-0.18963919880033905,-1.9335395885135551,-1.2946652530744582,-0.20575040411348164,91.43703524666668,67
5.393054241542669,-0.18217870327967672,-1.8995266572858818,-0.7798739979294242,0.4019887397514184,91.52755821333334,68
4.675628843409368,-0.1218700942580624,-1.942218033286927,-1.102390734197178,-0.25827560445608494,91.60659519666666,69
5.111040550991629,-0.1724217625901162,-1.791264317089559,-0.7027482329429128,0.058962621532592,91.67465492333334,70
4.749090696926107,-0.1321868793121728,-1.6698082354138433,-0.8808702584489556,-0.10105719703087347,91.73224887333332,71
4.355463335849937,0.0031936505653146164,-1.8038482411800674,-0.8567593793943449,-0.23107349032995772,91.77989023,72
4.4688411631721845,0.03323686564975187,-1.6470972350048914,-1.0012232012206934,-0.05987366044392465,91.81809293333332,73
4.220595897417511,0.09148284049494791,-1.704821111420648,-0.7683251441246292,-0.23777623256180316,91.84737072666668,74
4.200165528354915,0.2120779467574439,-1.615498233119771,-0.8012589107093717,-0.08430162318344202,91.86823626666668,75
4.257402801659657,0.1933320140015256,-1.4887064025924504,-0.7173650777118192,-0.08356297711944342,91.88120029333334,76
4.431431223646049,0.20503035622898882,-1.4668230443890793,-0.5147391776012082,0.5231643780506634,91.88688229333331,77
3.952722310262575,0.27229305070141346,-1.3174457244242133,-0.6253660447038142,-0.09431019197598955,91.88839744,78
4.433568313665401,0.19414758308246807,-1.3359618458881255,-0.38181850612069435,0.5301107484137053,91.88839744,79
3.9364881003346337,0.34609934194695596,-1.228303049533643,-0.4971732717517276,-0.006569067745232634,91.88839744,80
4.137343540329914,0.3507006926945594,-1.169264463922301,-0.5191824379751543,0.3421389171760482,91.88839744,81
4.061247056950762,0.3602302360202888,-1.1707311195192764,-0.2246774329942349,0.27301379239221607,91.88839744,82
4.323049268365158,0.37482835692013095,-0.9748395046598396,-0.14669932703229535,0.6268348937939772,91.88839744,83
3.868344583889916,0.5566460948214812,-1.056930705722748,-0.272747843721301,0.15704524093530814,91.88839744,84
3.7458532587810067,0.5605268943341738,-0.9206970795180436,-0.15736403480686462,0.22845435891700605,91.88839744,85
3.824713481555063,0.4831681339664202,-0.9654986300809717,0.16214669913878893,0.550394692415648,91.88839744,86
3.689231375255669,0.6324308405385166,-0.8697388057305043,-0.00483304025466686,0.40552147106848,91.88839744,87
3.6560926757724084,0.7889205490303576,-0.7498149666766304,-0.07319700495032745,0.3381080978646335,91.88839744,88
3.5131370868462355,0.7423252790793414,-0.7033432943484251,-0.12113353310524622,0.354823965584938,91.88839744,89
3.4683079532592482,0.834129956601741,-0.6157488949162874,-0.24836844569945324,0.27837207981815787,91.88839744,90
3.3014946206440325,0.8360761305880584,-0.6488116589941348,-0.16090996299430926,0.3037622951327481,91.88839744,91
3.2816663191965167,0.9214128826989569,-0.5481611530965774,-0.21535286686524585,0.23792830156815103,91.88839744,92
3.284586168169895,0.9084159096072397,-0.4818257270343344,-0.03415389393152726,0.3592148064097017,91.88839744,93
3.2994302841675007,0.9580186833149664,-0.4789520600221221,-0.16530935356969947,0.510635716748023,91.88839744,94
2.9520909598366125,0.956973215158449,-0.4619762726940405,-0.010617747268669108,0.2765298494402106,91.88839744,95
2.953997029548631,1.1291710943609183,-0.3277544412333001,-0.2584210022552382,0.30902722642485964,91.88839744,96
3.991762575803086,0.6161668939891245,0.5732017931019745,-0.1501996227159142,0.4939238446195503,91.88839744,97
4.081251693630894,0.912244891937361,0.6062344699019139,-0.6801631939052734,0.5781011043841771,91.88839744,98
4.044838824283023,0.982184655452688,0.6040515879496154,-0.7691216943544507,0.6367198122546632,91.88839744,99
4.425798674448769,1.0235331927547178,0.6574479084648343,-0.605388908428533,0.9803902095761683,91.88839744,100
3.9748878993078103,1.1192085091368944,0.685307497891897,-0.7313275380523215,0.6357079690017864,91.99348548,101
4.329307103620916,1.1231810381703555,0.710247167692553,-0.5383508400079235,0.9622226016175021,92.12454651333331,102
3.785501988904058,1.193650884951977,0.6073271093705928,-0.5349758715914101,0.6711589170780178,92.25519912666668,103
3.8132465438115,1.321539210353468,0.7037657379980622,-0.7320138052835999,0.7508428658666796,92.38528194333333,104
3.362697802941383,1.3082377037836714,0.6019016672358742,-0.366115060004375,0.5898102535604627,92.51464058333332,105
3.7461447136257835,1.2971936296019106,0.6166375445977627,-0.15205047423522722,0.9787401643974046,92.64312776,106
3.2007512772927282,1.3492491429815225,0.5757487396982535,-0.1537603450067596,0.650330529309099,92.77060337333334,107
3.5092567517900712,1.3987368336641635,0.586029454770214,-0.013265638566069745,1.015197527352057,92.89693457333333,108
2.715974019719305,1.3569770638341874,0.4803223894187039,0.035642267863072306,0.5460962971275785,93.02199581666666,109
