Force_X_wavelet_scale_1_ratio,Force_X_wavelet_scale_16_ratio,Force_X_wp_ada_entropy,Force_X_wavelet_scale_8_ratio,Force_X_peak2peak,Vibration_Y_wavelet_scale_16_ratio,Force_X_wp_aad_entropy,Force_X_impulse_factor,Force_X_min,Force_X_wp_add_entropy,Vibration_X_wavelet_scale_16_ratio,Vibration_X_wavelet_scale_32_ratio,Force_X_kurtosis,Vibration_Y_wavelet_scale_32_ratio,Force_Z_wavelet_std,Force_X_wavelet_entropy,Force_X_freq_std,Force_Y_skewness,Force_Z_kurtosis,Vibration_X_skewness,Force_X_wp_dad_std,Vibration_X_wavelet_entropy,Force_Z_wp_add_entropy,Force_X_freq_mean,wear_VB_avg,cut_num
0.3970576906429023,0.2115816829977273,0.2122683461446038,0.4291025786451791,0.7498484077655406,1.0,0.8799588276968866,0.593209466722562,0.0041158162647448,0.2354324601806849,0.6196281079986552,0.0039824874712387,0.5096558090652049,0.0,0.2182082391444536,0.6637052386553004,0.0,0.2339441635932182,1.0,0.3148091569488896,0.3297908558781838,0.7010110868552873,0.6910451573208508,1.0,29.102065713,1
1.0,0.8652624966035232,1.0,1.0,1.0,0.2932032850486279,0.0,1.0,0.0,1.0,0.8910147163514872,0.0,0.666268548145224,0.6584135263523786,0.0812956218378539,1.0,0.1927735117858368,0.6836786600690209,0.2683207158419113,0.327663304566585,1.0,0.9052439495908132,1.0,0.8369446636995276,37.72371373666667,2
0.6004570531574331,0.8289667807027898,0.7928409802461588,0.5223451683516015,0.6006893801255363,0.1548147350470604,0.5705121410776125,0.6426484802373212,0.4452172970125727,0.7205438398940277,1.0,0.018644944573007,0.5554496827341913,0.8291157250625091,0.0513708200434877,0.9273371472895594,0.3488745311801272,0.7785826119455596,0.0906084799225535,0.2480624294637063,0.7520756377995825,0.930216904673946,0.3366209209156946,0.6894389135985086,46.30597344,3
0.3868820771328903,0.7093672784287848,0.5066936757008319,0.3200161379590213,0.544717348132486,0.1010719948684254,0.8646121027598593,0.5988670138728429,0.5314298129621269,0.4393251217760411,0.8709793278458585,0.0409834177876695,0.4906033036386693,0.8664821248642883,0.0,0.8627330118409714,0.3777242314882376,0.777722316845649,0.0266633109635334,0.2127526145186598,0.5291742667857431,0.8971045273175214,0.3629785240984621,0.6640615418632283,54.852358863333336,4
0.3802541876923644,0.8405152459255413,0.5501089891565025,0.2987301966676886,0.5341640426289512,0.1135512927220565,0.7867938474318582,0.6337403970623526,0.6325843273352016,0.4615114968720958,0.8668926996719987,0.0047116388968414,0.5294676384724798,0.8559960360677803,0.0431728440426846,0.8776315285109559,0.3716992222271317,0.7469017815679958,0.0040577919231644,0.1664231999326883,0.5511087309418412,0.901114078831944,0.3543567490191591,0.6645335792691491,56.62552062,5
0.3677967739425753,0.785187028121452,0.5357602842721116,0.2862843472045983,0.5686343596989719,0.0870782480838244,0.7764494033151478,0.6055000707381473,0.4900919979337574,0.4213489631649083,0.9510537774452864,0.0282937050574465,0.5271807849725256,0.9064526815376336,0.0334263667854261,0.8676824025968709,0.3838997588459883,0.756257364995981,0.0327717210896701,0.134296363283494,0.5113712930849275,0.8356128672603148,0.2397880830020121,0.6538880864652775,58.36924524666666,6
0.3723486418972895,0.798491410651156,0.5438601681412906,0.2889092306604227,0.5886067039792781,0.1097288042715069,0.7913277582085433,0.6660649073744572,0.5423349087384762,0.4344281166734888,0.916537599364567,0.0109255035036561,0.5480693912493302,0.8726204990795842,0.0221197738741997,0.87094977437304,0.3709258861581377,0.7429168939440308,0.0,0.154249760562213,0.5201824034338629,0.8715105388655133,0.2629666044192999,0.769609628918269,60.08647039666666,7
0.3900451010872847,0.7921441843632859,0.5868024212301973,0.31303528031666,0.6171453775085065,0.0950864526689883,0.7528453178621641,0.6692129720299709,0.4722287338655769,0.4551565955126361,0.9579167073071942,0.0272622239517245,0.5397356827769209,0.8947808336422344,0.035929604606519,0.8727034003578763,0.3460437697352789,0.7345353964724379,0.0127716044314242,0.1481422430769862,0.5570350083041464,0.8476842991823774,0.2818850179374795,0.8268141235315458,61.77995583999999,8
0.4332260153866305,0.8329281801346707,0.2957136308317596,0.3634393344275078,0.5699680482409919,0.0790033745377652,0.9804012202310824,0.5653557172811124,0.4010087329962147,0.2830519402673543,0.7040255525877784,0.2187720828835589,0.5740692065166885,0.7877918097934492,0.1943606443211097,0.8884537293053278,0.4438799919531607,1.0,0.2932137005223452,0.1751718853166549,0.3704351989223317,0.81476455543907,0.4239816365457288,0.6239442813135725,63.99136847333333,9
0.3794250833699124,0.7874418907250873,0.3036633979479904,0.2955547489062746,0.5562040553812186,0.0717104375995107,0.9740157118057814,0.568336772747179,0.4444150777957166,0.2392363848765541,0.7530828285585155,0.1947881664387822,0.5901673716456571,0.828092848518519,0.1216778818912805,0.8736880668012912,0.4842593871187262,0.9582291214310464,0.1998972320493368,0.2162368442584161,0.3204282998063753,0.7975675623598164,0.2374202497986432,0.5540889275996532,66.18405450333334,10
