PC1,PC2,PC3,PC4,PC5,wear_VB_avg,cut_num
10.017619377618848,18.762485714567305,13.538912782307193,-8.397285975617834,1.4904774993530525,29.102065713,1
16.04070282149578,11.743236381979267,3.4034246564734323,10.249241548066914,-1.8491960568471142,37.72371373666667,2
10.469683402260756,3.9155391719107144,0.2143359896107375,5.498548136237808,-0.2945792350523106,46.30597344,3
8.14580044360074,1.8446791519228412,-0.5630896777689409,2.4688664516419068,-0.5291941237840695,54.852358863333336,4
8.293554985249607,1.9030321371078966,-0.6560570524434644,2.8113786179698383,-0.19123097992459487,56.62552062,5
7.7219546731910595,1.1336651152898263,-1.121916903063564,2.2109680957599447,-0.17700363673913377,58.36924524666666,6
8.23984148521147,1.3598237503042205,-0.9635476825097046,2.2166907874569555,0.09618733915240948,60.08647039666666,7
8.562184926133126,1.3958750893722673,-0.9783080888113765,2.6667385699939343,-0.1198965471538749,61.77995583999999,8
7.183973681031443,4.007490243567109,0.15888241780198872,-0.03139032230693005,-1.0024308578902426,63.99136847333333,9
6.297247007831871,2.4170301046709834,-0.9124985247463597,-0.5022579462029448,-0.292126423033724,66.18405450333334,10
6.872385587978513,2.8120427131472274,-0.3822664438830748,-0.43338778912175446,-0.7307402061454965,68.36028042333334,11
6.779092904058545,2.8089453072506054,-0.7707589276808378,-0.39638086035213205,-0.4890165570640629,70.52216119666666,12
7.039784307614158,1.875894377180886,-1.3115223929817832,0.07994309803149342,0.1304508520069816,71.42482968,13
6.562933134560157,1.0708935201602754,-1.5551762431670297,0.01931879804917511,0.04066003026740059,72.31695290333333,14
6.512578312654199,1.0854112662360191,-1.7664306162906165,-0.2856690325674543,0.4956710140392877,73.20022768666666,15
6.561311581791946,0.9102442109658611,-1.7722710456690252,-0.36227891445448496,0.1183586100135026,74.07622308666667,16
6.127896563639953,0.8388706723533466,-1.6571740486114481,-0.39905920308505305,0.1916225826659029,74.94638596333334,17
6.261729040552898,0.6561604757502789,-1.6687831146809484,-0.39527915168636857,0.2092392644223111,75.81204639,18
6.645591951583555,1.4453954843611196,-1.455345904680294,0.19666212165636668,-0.05517253134595531,76.67442292999999,19
6.732427240317323,1.407293587080183,-1.6824418140825326,0.011701581383741892,0.2410908016378455,77.53462772333333,20
6.18445797604378,1.6005488414146762,-1.0317761009868784,-0.07959230045397049,-0.6255279706701653,78.06032947666667,21
6.4474848569793135,1.1938587752369345,-1.1860223929075568,-0.11891512775964594,-0.5506899940805784,78.58578435333334,22
6.153636361430978,1.2072453989161545,-1.168494013908485,-0.015971571857024632,-0.5661866096418272,79.11181460333333,23
