feature,abs_pearson_corr,pearson_corr,abs_spearman_corr,spearman_corr
Force_X_wavelet_scale_16_ratio,0.7018034092060635,-0.7018034092060635,0.9827339200841427,-0.9827339200841427
Force_X_wavelet_scale_8_ratio,0.5576346694764877,-0.5576346694764877,0.973601502021204,-0.973601502021204
Force_X_wavelet_scale_1_ratio,0.6552904168485646,-0.6552904168485646,0.9720589365396085,-0.9720589365396085
Force_X_wp_aad_energy,0.6802487555785814,-0.6802487555785814,0.9691740239660317,-0.9691740239660317
Force_X_wp_aad_std,0.7448955896611498,-0.7448955896611498,0.9690164624694062,-0.9690164624694062
Force_X_peak2peak,0.7664454004024064,-0.7664454004024064,0.9685968108735163,-0.9685968108735163
Force_X_wp_ada_entropy,0.6999150607623239,-0.6999150607623239,0.9654398164960107,-0.9654398164960107
Force_X_wp_ada_energy,0.6746263970135616,-0.6746263970135616,0.9653652630073637,-0.9653652630073637
Force_X_wp_ada_std,0.7410423913479587,-0.7410423913479587,0.965144292615755,-0.965144292615755
Vibration_Z_wavelet_scale_16_ratio,0.8801968277724157,-0.8801968277724157,0.9629184482536719,-0.9629184482536719
Force_X_wp_daa_entropy,0.6854433493607948,-0.6854433493607948,0.9577515840533601,-0.9577515840533601
Force_X_peak,0.7454072036407628,-0.7454072036407628,0.9570291069468828,-0.9570291069468828
Force_X_crest,0.7454072036407628,-0.7454072036407628,0.9570291069468828,-0.9570291069468828
Force_X_impulse_factor,0.735850490548722,-0.735850490548722,0.9564676500040302,-0.9564676500040302
Force_X_clearance_factor,0.7384912979153025,-0.7384912979153025,0.956449203780035,-0.956449203780035
Force_X_max,0.7425698172560014,-0.7425698172560014,0.9559131103951756,-0.9559131103951756
Force_X_wp_daa_energy,0.671037826899219,-0.671037826899219,0.9558827509848502,-0.9558827509848502
Force_X_wp_daa_std,0.7398999328921465,-0.7398999328921465,0.9558154991265344,-0.9558154991265344
Force_X_wp_aad_entropy,0.76502805552183,-0.76502805552183,0.9511897241634141,-0.9511897241634141
Vibration_Y_wavelet_scale_16_ratio,0.8960913142261122,-0.8960913142261122,0.9509994974784639,-0.9509994974784639
Force_X_wp_add_entropy,0.7364263753957494,-0.7364263753957494,0.9471865092601305,-0.9471865092601305
Vibration_X_wavelet_max,0.9436053873897239,0.9436053873897239,0.8689141849963216,0.8689141849963216
Vibration_X_skewness,0.8872210249295445,0.8872210249295445,0.9435310825384222,0.9435310825384222
Force_X_wp_add_energy,0.7028885906671418,-0.7028885906671418,0.9425265319233525,-0.9425265319233525
Force_X_wp_add_std,0.774829252763823,-0.774829252763823,0.9423516770917316,-0.9423516770917316
