PC1,PC2,PC3,PC4,PC5,cut_num,wear_VB1,wear_VB2,wear_VB3,wear_VB_avg
-3.964411691474515,1.7653951640262568,2.0485365286299735,0.11377578100114212,-0.06954464011373572,1,31.41635516,19.48369225,21.74806264,24.216036683333332
-3.964411691474515,1.7653951640262568,2.0485365286299735,0.11377578100114212,-0.06954464011373572,2,34.8927704,23.473047,24.92595987,27.76392575666667
-1.6005234605956609,0.5415236023355237,1.0061892954527552,-0.3333736435582302,-0.11757889457565704,3,38.10284657,27.17286849,27.89865916,31.05812474
-3.388175224205766,-0.7631348241771192,1.1412803309580517,-0.3294923332565848,-0.07751570997892626,4,41.06102301,30.59930868,30.67784802,34.11272657
-1.6167935680812522,-0.4653265941991701,0.677268951330198,-0.4381855523242199,-0.13738520680795133,5,43.78119133,33.76786983,33.27472071,36.941260623333335
-1.8700746923976796,-0.19666751878038882,0.7996182080535927,-0.39743839941827597,-0.14489406975394528,6,46.27671037,36.69342355,35.6999933,39.55670907333333
-2.4301558237491174,-0.06027375890165267,0.724665207227089,-0.4181299241637068,-0.10103221120436691,7,48.56042098,39.39022937,37.96391852,41.97152295666667
-2.1860808689867075,-0.1686047655852969,0.5936642656929965,-0.4675651348327095,-0.07747984864504452,8,50.64466037,41.87195302,40.07630017,44.19763785333333
-2.4849285095592544,-0.3865518146032994,0.6839905188659148,-0.20658683472342293,0.1537576576973153,9,52.54127629,44.15168423,42.04650728,46.246489266666664
-2.5269824443290547,-0.3381142892707143,0.7056699328795042,-0.29875352042824543,-0.05692744733806551,10,54.26164088,46.24195416,43.88348786,48.12902763333333
-2.5687228062616723,0.0006038667711011819,0.5874924738596516,-0.22495374956300412,-0.10417844627053692,11,55.81666418,48.15475251,45.59578247,49.85573305333333
-2.2198887138350987,0.2515358937028891,0.7047584436342854,-0.2638791427222255,-0.06139132835180047,12,57.21680745,49.90154413,47.19153732,51.43662963333333
-2.045939729592725,1.1907063614124729,1.0531198918945526,-0.04975004352682898,-0.1275361618460846,13,58.47209617,51.49328539,48.67851721,52.88129959
-2.11386259575391,0.35386314331925206,0.645418932208429,-0.21702561034922363,-0.09586621293325308,14,59.59213275,52.9404401,50.06411807,54.198896973333326
-1.1942069312809875,0.8105156445880071,0.5124530518803533,-0.09586962599371819,-0.05090438578062885,15,60.58610902,54.25299511,51.35537927,55.39816113333334
-2.5113557732024945,0.15007155373444925,0.566412409005489,-0.1907735815710889,-0.09654132804316914,16,61.46281844,55.44047554,52.55899557,56.487429850000005
-2.567913725457679,0.47597776850067064,0.6542128268953856,-0.08431593466332196,-0.14220563110097548,17,62.23066801,56.51195964,53.68132888,57.474652176666666
-1.1408724495578932,1.0382630209502883,0.30439786849809025,-0.1614691304144092,-0.13469148441078355,18,62.89769001,57.47609342,54.72841962,58.36740101666667
-2.381360378016272,0.6996631980361477,0.6366422112544441,-0.13396663613640178,-0.07649319503381904,19,63.47155339,58.34110474,55.70599795,59.17288535999999
-1.5147001535908209,1.253493055570516,0.5556359175836715,0.005715605754860446,0.04828243188868381,20,63.959575,59.1148173,56.61949457,59.89796229
-1.4655232888588134,1.1839899093531365,0.49613629826657474,0.04440777662294256,0.05155556915823404,21,64.36873051,59.80466414,57.4740514,60.549148683333335
-1.3347049774600612,1.2525633544544628,0.612276188432336,-0.07330284637692744,0.18878509681912173,22,64.70566514,60.41770086,58.27453188,61.13263262666666
-3.383101077493954,0.466646271015355,0.6985875796183323,-0.1029762376420857,-0.0049634850753006,23,64.9767041,60.96061858,59.02553109,61.65428459
-3.1996890086557452,1.1589931564557459,0.7852919960862967,-0.08561604188149574,0.07622953024806674,24,65.1878629,61.43975654,59.73138559,62.11966834333333
-3.4285599681379737,1.23741351465635,0.9899483789622116,0.04304316445776017,0.09873504534276395,25,65.34485725,61.86111439,60.39618301,62.534051549999994
-3.679869207414701,1.1427687648611171,1.032031284316616,0.07458339572959234,0.028420647965687447,26,65.45311297,62.23036422,61.02377139,62.90241619333333
-3.058624229118322,0.9998363842542565,0.7280410846508688,-0.12339279520343929,0.10253781265671916,27,65.51777545,62.55286224,61.6177683,63.229468663333336
-3.3902993418498277,0.7947598362089352,0.6620228209482436,0.023195254226159073,0.020508969591741536,28,65.54371906,62.83366026,62.18156971,63.51964967666666
-2.943467865273903,1.6195202772334336,0.8143334087020904,0.20671253413788368,0.06394095001736814,29,65.54371906,63.07751676,62.71835863,63.77986481666667
-2.194292588393954,2.699926732700575,0.9084437563782626,0.49555479865126456,0.20693819165838714,30,65.54371906,63.28890784,63.23111352,64.02124680666667
-3.2351297626668702,1.6566480288613696,0.724378584335937,0.13600921534349872,0.039279553987796874,31,65.54371906,63.47203771,63.72261651,64.24612442666667
-3.5279823949324274,2.0956678279797196,0.9956913295242164,0.1758693517580489,0.09308948522838993,32,65.54371906,63.6308491,64.19546132,64.45667649333335
-3.715409214815472,1.4715033850600276,1.206068130995599,0.2370517331082302,-0.019754460750666995,33,65.54371906,63.76903326,64.65206107,64.65493779666667
-3.249650168257645,1.5114522323525654,0.7878815692551728,0.0904566081787215,-0.0396946076657137,34,65.54371906,63.89003975,65.09465581,64.84280487333334
-2.760214391239784,1.497455450876075,0.4578595997832617,0.1035996557144949,0.03336043214918132,35,65.54371906,63.99708603,65.52531985,65.02204164666666
-4.045616745141104,2.1571648365971665,0.9730204529599915,0.17770682806658397,0.014010844400429613,36,65.54371906,64.09316671,65.9459689,65.19428488999999
-1.507727131923501,2.1022606362847,0.10997537119976113,0.2276774112156628,0.04305097408737066,37,65.54371906,64.18106257,66.35836702,65.36104955
-0.6339999819789397,2.9636160445375967,0.13744973604884697,0.13043206628269513,0.13831961507794177,38,65.54371906,64.26334943,66.76413333,65.52373394
-1.1912033068353594,2.3546158361689815,0.10047144101026277,0.5467532479042133,-0.04564285062354753,39,65.54371906,64.34240665,67.16474862,65.68362477666666
-2.7395840926668327,1.5994919844919944,0.18021270054232488,0.17449649906503187,-0.040663224343163586,40,65.54371906,64.42042549,67.56156165,65.84190206666666
-1.562990974871015,2.1940381719449027,-0.050063773417234704,0.29207980021610835,-0.062306924818415745,41,65.54371906,64.49941721,67.95579535,65.99964387333334
-4.196441059383258,1.3326962062817815,0.48606100638511074,-0.04964871628352506,-0.037793166470993164,42,65.54371906,64.58122094,68.34855283,66.15783094333334
-3.9870602504798134,1.3206174437725235,0.4964656347012671,0.054786703866190355,-0.03990872091058219,43,65.54371906,64.66751133,68.74082317,66.31735118666667
-3.8955764034384437,1.0264846044448803,0.32868641010386307,-0.018494739440618687,-0.05763105729147919,44,65.54371906,64.75980602,69.1334871,66.47900406
-0.6791609461097696,2.7719654499196174,-0.28209344099132977,0.2701227899308298,0.12062140795818312,45,65.54371906,64.85947284,69.52732244,66.64350478
-3.19422385574645,0.8055183525453931,0.017371594598066302,0.07983432276768665,-0.1267304298400821,46,65.54371906,64.96773684,69.92300941,66.81148843666666
-3.126085021255191,0.8179943903755863,-0.25669627527634403,-0.04571996259498208,-0.05499330345360062,47,65.54371906,65.08568713,70.32113581,66.983514
-3.3132647380417755,1.1705419459758875,0.01037399564641657,-0.0009954837991487566,0.047081703605495566,48,65.54371906,65.21428344,70.72220197,67.16006815666667
-2.476185027962353,1.0901072699717649,-0.42203206296498535,0.034635859353346385,-0.030222791870968387,49,65.54371906,65.35436259,71.12662555,67.34156906666666
-3.3457851205088947,0.6337845436688462,-0.32957688534116747,-0.15706730514238285,-0.04998054131754638,50,65.54371906,65.50664473,71.53474627,67.52837002
-0.6661352098828965,1.6782917903515895,-0.7857148805026097,0.27595000118962915,0.0010808220684757645,51,65.54371906,65.67173932,71.94683041,67.72076292999999
-2.507319146436503,1.2839740284955221,-0.32619482409007833,0.2835569378912312,-0.14389369289371703,52,65.54371906,65.85015104,72.36307514,67.91898174666667
-3.186672530467795,0.6486386544687357,-0.37826608051194816,-0.10568390866678277,-0.0879237568263481,53,65.54371906,66.04228544,72.78361282,68.12320577333334
-1.324092878020478,1.3920090360400308,-0.7238910755414758,-0.04440226785284286,0.07839335902840601,54,65.54371906,66.24845443,73.208515,68.33356282999999
-3.5618796244314193,0.5909562036592138,-0.2823103149110839,-0.04418798433056213,-0.06766313952392822,55,65.54371906,66.46888163,73.63779647,68.55013238666668
-3.50158225558178,0.41262896506285407,-0.30252256478089584,-0.13542018661663618,-0.0488881761690359,56,65.54371906,66.70370749,74.07141897,68.77294850666667
-2.661380555645827,0.7345805353603962,-0.5435713682209372,0.0014803401051532575,-0.03995414154136443,57,65.54371906,66.95299431,74.50929495,69.00200277333333
-2.8828825558921136,0.73214498295285,-0.4768738397295158,-0.12484249142576548,-0.05169888463822192,58,65.54371906,67.21673103,74.95129106,69.23724705000001
-2.162636229813845,0.836427661158438,-0.7450348361588917,0.057670472794659665,-0.08691196422035459,59,65.54371906,67.4948379,75.39723162,69.47859619333333
-1.3758110482172103,0.9878721916098298,-0.9251565291022334,0.030740866167265447,-0.0017137785488658187,60,65.54371906,67.787171,75.84690187,69.72593064333334
-0.3512865494775311,1.610533523709941,-1.010725142119163,0.28697596419331556,-0.07588947986735922,61,65.54371906,68.09352659,76.3000512,69.97909895
-3.4323034223775792,0.2549388039441167,-0.6634273546195573,-0.2640477356933432,-0.02183316755705755,62,65.54371906,68.41364529,76.75639617,70.23792017333334
-1.2172347295703319,1.059099537447824,-0.9869969013291661,-0.038367137945131365,-0.03787425880802252,63,65.54371906,68.74721616,77.21562347,70.50218622999999
-3.1653667839394752,0.014391116577235234,-0.8275725053250618,-0.2611185664257234,-0.07615729002692649,64,65.54371906,69.0938806,77.67739272,70.77166412666666
-2.6764126560388566,0.5003294170066438,-0.66838186064641,-0.2083256095363575,-0.03898585085020428,65,65.54371906,69.45323612,78.14133923,71.04609813666666
-2.4985303496713334,0.47151203056066027,-0.7572978418102808,-0.049973389598341245,0.036284259837287225,66,65.54371906,69.82483999,78.60707661,71.32521188666665
-1.8380351764612781,0.4553208989492912,-0.9976890448310968,-0.04307860188035562,0.002573057091050165,67,65.58464803,70.20821271,79.07419922,71.62235331999999
-2.4347792717935066,0.2320336429727737,-0.7759203970984907,0.08587346907359468,-0.06567807998946802,68,65.89045864,70.60284141,79.54228463,72.01186156
-2.130038663962316,0.515353839494365,-0.9018022622996271,0.23817720135803272,-0.0765892079504247,69,66.21371695,71.00818308,80.01089589,72.41093197333333
-2.213974725286073,0.5509779151242371,-0.8127299879745922,0.07741590763535781,0.05155339899586614,70,66.55393858,71.42366764,80.47958375,72.81906332333334
