Force_X_wavelet_scale_1_ratio,Force_X_wavelet_scale_16_ratio,Force_X_wp_ada_entropy,Force_X_wavelet_scale_8_ratio,Force_X_peak2peak,Vibration_Y_wavelet_scale_16_ratio,Force_X_wp_aad_entropy,Force_X_impulse_factor,Force_X_min,Force_X_wp_add_entropy,Vibration_X_wavelet_scale_16_ratio,Vibration_X_wavelet_scale_32_ratio,Force_X_kurtosis,Vibration_Y_wavelet_scale_32_ratio,Force_Z_wavelet_std,Force_X_wavelet_entropy,Force_X_freq_std,Force_Y_skewness,Force_Z_kurtosis,Vibration_X_skewness,Force_X_wp_dad_std,Vibration_X_wavelet_entropy,Force_Z_wp_add_entropy,Force_X_freq_mean,wear_VB_avg,cut_num
0.3196694081697837,0.1004230078846579,0.244939219716892,0.3640799301997753,1.0,1.0,0.5332075588982808,1.0,0.0,0.3119004388074535,0.9892910662993568,0.0,0.7222785895343257,0.0,0.0408766891559675,0.6131389445313361,0.0,0.4048352760115932,1.0,0.3336527044408415,0.3437639315657236,0.9415979943796218,0.2562756719199001,1.0,39.643518803333336,1
1.0,0.456687037018657,1.0,1.0,0.783399336247795,0.9026970894629152,0.4016931549167003,0.92429669755164,0.33769380162892,0.9593544332460534,0.9294501784871396,0.0471035374479988,0.9726145597507992,0.0278882333841205,0.648805087659529,0.9841416195430414,0.3708251871144888,0.8423882113931568,0.8898796307845501,0.4316539118035651,0.9833225608989792,0.9285977642241098,1.0,0.7592113532492936,41.73550650666667,2
0.6163943521879164,0.4669391543459519,0.7772452245768477,0.6500418028968633,0.6802384583735602,0.9291165161101432,0.8839101956592866,0.7506182668357865,0.2866447034625882,1.0,0.8840276671385611,0.0702056565276238,0.927941767540316,0.02795588329969,0.8624207844082756,0.9093562386666652,0.407339060123568,0.9558486738021542,0.7617067285621422,0.2806430745696026,0.9366003978620916,0.9873349656940236,0.9595315661582948,0.5791793239346164,43.70386748666667,3
0.45768067892744,0.4466311371068695,0.6070080544903776,0.4599226418598456,0.5814423159497466,0.9165262046209608,0.8674822627502974,0.6378144341649274,0.3445317979507018,0.7288318557814853,0.9130064429457454,0.1069885548652204,1.0,0.0550377226262015,0.916997486721198,0.8600191172694148,0.3672563074902837,0.9099837556135396,0.738905121578372,0.3642457927680406,0.708182717321188,1.0,0.6354050416835673,0.6793808531359816,45.59752512,4
0.4616366450357523,0.4919345554631219,0.7396875760970925,0.476904757677014,0.5477213140747044,0.8288449826872204,0.8048455652469113,0.7209218498587406,0.5928494987042144,0.8953686915762907,0.8827769928502113,0.1103643823760272,0.9217454364307042,0.0670296524740515,1.0,0.8890903133774373,0.40677941092279,0.8041940222414864,0.6940840327149329,0.3973865671139411,0.8468541191000452,0.9937193188617076,0.6802895186550305,0.5754814886760674,47.443760569999995,5
0.4391695364415277,0.4759442044956146,0.7232563464529782,0.4583872512888392,0.5305894773159276,0.8247093460683772,0.8210727761345586,0.6990546785634939,0.6228868303132264,0.8605313462243228,0.8660644372507644,0.1138734984485229,0.8419113385970877,0.061504142054238,0.9933899629011924,0.8808920810474855,0.3440729887560528,0.8645706085846634,0.6942052283412202,0.3642625360656026,0.8269678670433932,0.9900245892732442,0.6214472211786699,0.7024933606743096,49.22414953333333,6
0.3679722297084678,0.473031988889578,0.6450438944062953,0.3412793813106953,0.6266225866235204,0.8248726706392691,0.7881765745933936,0.7380376257284708,0.4316705025542839,0.6929845736465079,0.8888118380140385,0.1313502073994323,0.909472672201968,0.0702595732819224,0.9648829061947658,0.8668838602040932,0.3659529739922488,0.8714804549138156,0.662064812188759,0.3663870059693317,0.6927516217106331,0.9842768828280384,0.3914315927633764,0.6280072091633818,50.94063898,7
0.3011113444848827,0.4720940560090882,0.564040256544194,0.2390244300574678,0.536346314766426,0.8914343454886284,0.8009900298951561,0.7749602503687113,0.7106575266477438,0.545945240570639,0.929443125797545,0.1424805149742154,0.8696729736311601,0.0767990196441237,0.9750637574122633,0.8517950005624401,0.3544705558321714,0.8632858892637394,0.6593268486119287,0.3233894873002947,0.5495148804680059,0.970236486986464,0.2226638137863115,0.7175129808618006,52.59512744333333,8
0.4122805726317181,0.5006091335552902,0.7860690292462403,0.3808650649900066,0.532104567068569,0.8863608924920839,0.7800177555991882,0.4497789048067761,0.2800600164373054,0.8916805575499459,0.9223489881266348,0.1244555726633602,0.478647104928149,0.0761606278983163,0.9753084544410678,0.8930286630850957,0.3327308553501121,0.8627671839156539,0.7293904228517748,0.3828621772660181,0.8214183775780595,0.9750642665230936,0.4103115401411368,0.6725472256562112,54.18946617666666,9
0.418946392033435,0.4681342435981369,0.7907539235844938,0.4093930288507875,0.5581532920423183,0.8583856131644313,0.7921340794234948,0.5601411206919368,0.1181617373095337,0.929397327958764,0.8908706827026712,0.120282505857785,0.534009113437695,0.0639064675461753,0.932583830776746,0.8825968464887672,0.3372064387448674,0.8583111068162244,0.7635791516603373,0.3727625872255772,0.8608404919577761,0.977202486243388,0.4584521907098866,0.6611775508768375,55.72546025,10
