Vibration_Z_wavelet_scale_16_ratio,Vibration_X_wavelet_scale_8_ratio,Force_Z_skewness,Vibration_Y_freq_skewness,Force_X_wp_aaa_std,Force_Y_wp_aad_entropy,Vibration_X_peak_freq,Force_Z_wp_daa_std,cut_num,wear_VB_avg
0.1401469897827133,0.0003792852814501,-0.6206656806652082,25.168709616004527,2.7655423883614745,-142.4653094385208,15.743073047858942,0.0054701363573833,1,24.216036683333332
0.1401469897827133,0.0003792852814501,-0.6206656806652082,25.168709616004527,2.7655423883614745,-142.4653094385208,15.743073047858942,0.0054701363573833,2,27.76392575666667
0.1452665953776216,0.0003357335289623,-0.4206954576055874,19.14748157576427,2.936238022451398,-227.81827494466728,24.131274131274132,0.0047067183206267,3,31.05812474
0.1312032397801929,0.0001528755016719,-0.3060602017824331,31.997132174951773,2.8301513395014912,-52.78074748791191,11.870845204178538,0.0055432093381392,4,34.11272657
0.1365867281657436,0.0001987007538388,-0.3554406369396375,23.158540804516903,2.7975469672964444,-17.46839880456139,22.54283137962128,0.0053066591883614,5,36.941260623333335
0.1449731413543505,0.000195193398569,-0.1615016419971469,19.755413716021486,2.87136130384515,-48.70912354029953,23.58490566037736,0.0050699196142409,6,39.55670907333333
0.1411591595292438,0.0001838123421036,-0.2681068564485864,21.22772228933183,2.816160625881636,-59.73469984293452,11.831519167061051,0.0049453120941996,7,41.97152295666667
0.1454707292812438,0.0001859382254119,-0.2022758630703397,18.741130232530008,2.8101054901196543,-65.52968886305854,11.764705882352942,0.0055362293616914,8,44.19763785333333
0.098794721634164,0.0001202488121379,-0.2413015515077995,24.051713285193795,2.8469672159056656,-60.00991364580115,23.485204321277596,0.0052169952511455,9,46.246489266666664
0.1226948103138189,0.0003040749612331,-0.2475571255866823,23.86771055624668,2.834471298168868,-72.65882999105185,23.59603586597452,0.0053121913361951,10,48.12902763333333
0.1362754089738993,0.0001793338552949,-0.1866701842704675,24.304967496808057,2.7930820800886083,-78.63415581608807,11.916110581506196,0.0051036892440748,11,49.85573305333333
0.1373846450121009,0.0001830207579376,-0.1910754153818657,22.06789863715485,2.8930649228331156,-86.84735708863937,23.618327822390174,0.0052458789719494,12,51.43662963333333
0.13442894703599,0.000156839638073,-0.2156647554334039,19.267324290241927,2.864617681784709,-82.73071079612376,23.64066193853428,0.0052450335259848,13,52.88129959
0.1364201542200023,0.0002365918943716,-0.1795568697663372,21.417813150983037,2.8642966963804963,-99.87268499059724,23.798191337458352,0.0054069636752244,14,54.198896973333326
0.1321791732236016,0.0001609713426029,-0.0810335665251033,16.50137671870382,2.8697233287771007,-103.14498966630552,23.90057361376673,0.0060284263853518,15,55.39816113333334
0.1333158118829465,0.0001730781547365,-0.1198076569436709,18.34635012452533,2.9008071990004867,-83.59265363655791,23.83222116301239,0.0051323602996007,16,56.487429850000005
0.1402672854169676,0.0002459299236363,-0.1613823677775472,22.529850321401,2.870635597936223,-100.35622543932676,11.825922421948912,0.0052774481391487,17,57.474652176666666
0.1416049814752079,0.0001375948671988,-0.1070752883213812,24.735657425129514,2.9595523024477965,-121.18692879681764,23.76425855513308,0.005397858730437,18,58.36740101666667
0.1315626101762293,0.0001614800746042,-0.1517052072586065,20.22128329664798,3.1754402771413903,-122.83118651544362,11.865211200759374,0.0053614125683513,19,59.17288535999999
0.1161658923357827,0.0001386909953789,0.0326518460790044,18.311854213802807,2.9649051870251864,-131.4259503341863,11.921793037672868,0.0053060607499811,20,59.89796229
0.1170589068425614,0.0001243776893965,-0.1917922243383636,12.2285171201236,2.9337644460462573,-82.99877897575315,23.51834430856068,0.0051961046025623,21,60.549148683333335
0.1117891875379498,0.0001991306236537,-0.2180735285493568,17.175164267442646,3.0264478709852964,-101.1246618670977,23.573785950023577,0.0053075210832594,22,61.13263262666666
0.1117790269832902,0.0002856314298308,-0.1033876974465363,21.7339158068696,3.067568026644895,-97.62433211885002,11.814744801512289,0.0051840239098841,23,61.65428459
0.1105759787644347,0.00018039491956,-0.1836279643921616,15.06126562531272,3.094515299269329,-104.41319809369072,11.786892975011789,0.0051563034365262,24,62.11966834333333
0.1008485131790565,0.0001628120221962,-0.1770250903019768,17.784610544900367,3.084369722684148,-111.1826036249659,11.944577161968466,0.0051887668085625,25,62.534051549999994
0.1018057454940283,0.0002131558518676,-0.1664129128584554,20.198137693144385,3.289081964175894,-113.68310709106056,23.551577955723033,0.0052544126090135,26,62.90241619333333
0.1092789072683697,0.0001213638409304,-0.094842379565978,18.042937081499325,3.145688217479818,-113.71681694562012,11.814744801512289,0.0052856965938047,27,63.229468663333336
0.10599067505113,0.0001969635807503,-0.1463740014333591,26.113281207636454,3.0800671217805378,-121.25912579395452,11.831519167061051,0.0053093643145687,28,63.51964967666666
0.1078786983375609,0.00017851147207,-0.2015655005549209,15.111933745407804,3.1739976637734313,-141.6420361212788,11.842728564661298,0.0054367342756742,29,63.77986481666667
0.1082309837438903,0.0001164002392907,-0.0693410919854234,12.050147356340728,2.981645164240504,-137.15120271186848,23.651844843897823,0.0053724857037937,30,64.02124680666667
0.1082851620087328,0.0001243555960636,-0.0906873210827582,19.100287954423568,3.293685389510087,-136.4972920941565,11.893434823977165,0.0052757652486873,31,64.24612442666667
0.1015133500444555,0.0002972259203676,-0.1075148900064572,24.177113364062183,3.16129761318494,-136.79967697261517,11.876484560570072,0.0052596803965189,32,64.45667649333335
0.097898161026943,0.00016760761731,-0.1923273014198857,23.171285781758957,3.4475889839668814,-162.91937410741434,11.865211200759374,0.0056046803280816,33,64.65493779666667
0.1201068834473617,0.0002730221305109,-0.1327162918028563,24.21182600887974,3.301477926069857,-150.46719606758836,23.730422401518748,0.0054590137925842,34,64.84280487333334
0.10959611930853,0.0001657219779617,0.1128304521102182,14.81265077886962,3.3884679710752805,-154.86372574025654,35.885167464114836,0.0055339619398327,35,65.02204164666666
0.117021654948885,0.0003021748300025,0.1997137958734915,30.86767601474842,2.7758690195493125,-152.0109496508668,12.224938875305623,0.0064818271625871,36,65.19428488999999
0.1162138885833128,0.0002189269657185,-0.0536344661882115,13.25985523810707,3.3486146704091433,-149.25860674066067,35.69728700618753,0.0053299193121983,37,65.36104955
0.1186433129581943,0.0002076606748383,0.1348816726947328,9.972225314705952,3.215664901922112,-152.53550056135364,11.916110581506196,0.0052480977325989,38,65.52373394
0.1188923480981148,0.0001503212331889,-0.1266786142691473,13.13296028251156,3.239260541970444,-170.81304996559294,35.782442748091604,0.0053136067938664,39,65.68362477666666
0.1215790707105544,0.000177903488886,-0.0514011211713491,15.308420789189103,3.2628209290582744,-161.4987455910481,23.85496183206107,0.0054692105469696,40,65.84190206666666
0.1237203566779926,0.0001467618432935,-0.1029125166459705,13.448702597255696,3.0821574933205227,-172.27810074064223,23.798191337458352,0.005362938785556,41,65.99964387333334
0.112189680716151,0.0001253306277375,-0.0238369679647635,21.468988981568216,3.0394628339112493,-153.86826720592745,11.916110581506196,0.0051465124735356,42,66.15783094333334
0.1237495363656616,0.0006099239978471,-0.1054828158551621,20.334610398621944,3.00251215919626,-171.62314728985146,23.83222116301239,0.0053089250069399,43,66.31735118666667
0.112379262417609,0.0001551805825812,-0.0861985092618906,29.41915705140785,3.054948737224126,-154.039042639409,11.950286806883366,0.0053483937312961,44,66.47900406
0.1185043812647813,0.0002108638028479,-0.0740025012584985,13.248833326071551,3.0736737226670923,-182.19788758284992,23.83222116301239,0.0053818083093515,45,66.64350478
0.1213512357470778,0.0001219943237076,-0.0642576484336681,21.48341658126207,3.004256987448738,-191.49742861172115,11.865211200759374,0.0054809330530798,46,66.81148843666666
0.1198844046470254,0.0001755002093171,-0.0877499070435181,22.81860393880423,2.973287450981412,-169.9174426503423,11.88212927756654,0.0055478178205915,47,66.983514
0.1086845478614173,0.0001679269403187,-0.0781901630623055,24.11203784442042,2.9960357727597255,-192.00253768323307,23.80952380952381,0.0055005931806818,48,67.16006815666667
0.1161522197556584,0.0001787547278138,-0.1283676611903647,22.603249104087883,2.9728969584176874,-164.76442543331893,11.899095668729176,0.0052536483503066,49,67.34156906666666
0.1122789362889866,0.000136856828637,-0.1153278139565434,22.003268715607184,2.9881005610480043,-173.84031524914636,11.938872970391596,0.0053691218055749,50,67.52837002
0.1152900689916367,0.0001443910585938,0.0414589976218047,11.490964543499086,2.9996993934758027,-161.2181866990013,11.938872970391596,0.0050449773794217,51,67.72076292999999
0.1260890487602788,0.0003049151588044,-0.1483859136814057,16.6781245344236,2.885768371730575,-187.45655155028015,23.85496183206107,0.0053855310078811,52,67.91898174666667
0.121145968272846,0.0001608081063258,-0.0888684368907856,22.206407824980616,2.8485353772837403,-180.23408344509937,23.83222116301239,0.0053422193393942,53,68.12320577333334
0.1163161758424962,0.0003069907927104,-0.1217178935037899,13.508713762359438,2.8528947746935165,-209.25408905388375,35.91954022988506,0.0056451443313402,54,68.33356282999999
0.1088213459205861,0.0002781586535982,-0.0127669931572089,29.7304732560485,3.0075882258982283,-169.68729971322136,11.956001912960303,0.0052610926093211,55,68.55013238666668
0.1137648238642925,0.0001715176313445,-0.148436463776554,17.32729415599418,2.9065682167080604,-202.96361649699287,11.876484560570072,0.0054950917179856,56,68.77294850666667
0.1088346418694905,0.0002151149450266,0.0035157833113418,24.489260353755608,2.932995575820131,-181.40086407083703,23.71916508538899,0.0052860109066091,57,69.00200277333333
0.1161782978375168,0.000278437787286,0.0223874009964161,19.882605373608904,2.8949778495970286,-185.39582057363108,23.798191337458352,0.0052747986973672,58,69.23724705000001
0.1179885282910425,0.0002739215188036,-0.0949008397086732,15.115440920417482,2.8992056624902083,-179.31950914141868,35.74833174451859,0.005402901429118,59,69.47859619333333
0.1124019235899542,0.0002709661241996,-0.0976845136155586,14.284688674375738,2.8427420233629284,-200.15517598537545,11.904761904761903,0.005611328600958,60,69.72593064333334
0.1156231459517325,0.000560129013482,-0.1520582534818085,12.328117159284249,2.887300296220027,-218.70013149387225,23.889154323936932,0.0055832152608442,61,69.97909895
0.1110380810548895,0.0002882515463379,0.0035957553752845,19.33350463292986,2.867591304212041,-179.6808309583791,23.80952380952381,0.0051411787201157,62,70.23792017333334
0.1208369736433617,0.0001216021426576,-0.1847908980624749,14.260338842974727,2.852015472843347,-184.37282082888584,11.910433539780849,0.0053140606040352,63,70.50218622999999
0.1090740515926576,0.0001311588862885,-0.0470645751488123,24.678280758153193,2.852616199062941,-183.143113381356,11.853959222380276,0.0053257995537727,64,70.77166412666666
0.0977337051556294,0.0003033998741135,-0.0905266608062595,19.69594955420522,2.817154400596252,-183.1855739407274,23.573785950023577,0.0054955515605704,65,71.04609813666666
0.1010573660409183,0.0001014497443223,-0.0677062069913001,16.732172430028413,2.8405796636186738,-204.13785759771952,23.76425855513308,0.0054627661727489,66,71.32521188666665
